Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funded,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
Circle,"White label community platform provider. Users can create a platform, engage fans and offer memberships to clients. It helps brands to give customers the space to share ideas with each other. The company allows users to integrate the platform into their website. It has clients such as SPI, Makerpad, etc.",https://circle.so,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,United States,Global,Yes,"Tuesday, 7 December 2021",Series A,"$31,800,000.00",Nascent,TRUE,TRUE
Habitate,"Habitate is a cloud based community management platform. It enables brands to manage their online communities and online discussion. It helps to improve brand awareness, acquire customers, collect user feedback, connect all types of customers, and retain customers.",https://www.habitate.io/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,India,Global,Yes,"Friday, 21 May 2021",Seed,"$18,990.00",Nascent,TRUE,FALSE
haaartland,"Haaartland is an AI-based community marketing solutions provider. The product offered by the company is a platform that uses AI to organize and understand topics in the community. The features of the product include collaboration, etc.",https://www.haaartland.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2014,0,Sweden,Europe,Yes,"Monday, 26 January 2015",Seed,"$3,087.00",Emerging,TRUE,FALSE
Circles,,https://circles.world,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2015,0,United States,Global,Yes,"Monday, 2 December 2019",Seed,"$5,000.00",Emerging,TRUE,FALSE
Hopin,"Platform offering organizing and hosting solutions for virtual and hybrid events. Features include event virtual venue, event hosting, event ticket sales management, attendee engagement, event data analysis, event expo booths, one on one meetings, and hybrid events management. It enables clients to host conferences, summits, forums, workshops, webinars, etc. Adobe, Gitlab, Dell, Twitch, Slack, and The Atlantic are some of its clients.",https://hopin.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,United Kingdom,Europe,Yes,"Thursday, 5 August 2021",Series D,"$1,123,227,000.00",Emerging,TRUE,FALSE
Hubilo,"Hubilo is a cloud-based virtual and hybrid event management software provider. It offers features such as live sessions, breakout management, demo rooms management, virtual booths management, event networking management, one-on-one meeting management, and gamification management. It enables user access to a subscripiton-based pricing module.",https://www.hubilo.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2015,300,United States,Global,Yes,"Tuesday, 12 October 2021",Series B,"$153,962,000.00",Emerging,TRUE,FALSE
Airmeet,"Airmeet is a cloud-based virtual event management software provider. It provides a solution to manage and host online events and meetings for communities. Features include interactions management, event hosting, real communications, and branded virtual tables. Clients include Accel, FIU, HT Media Group, and Microsoft for Startups.",https://www.airmeet.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,253,"United States
India",Global,Yes,"Tuesday, 8 February 2022",Series B,"$50,000,000.00",Emerging,TRUE,FALSE
Bevy,"Bevy.com is a virtual and in-person community events software platform. It provides tools to plan, promote, and execute virtual and in-person events and can be used to manage and host thousands of different types of community events. The inbuilt analytics, integrations, and data security platform allow community and field marketing teams to build, grow, and scale local communities.",https://www.bevy.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2017,0,United States,Global,Yes,"Wednesday, 24 March 2021",Series C,"$61,400,000.00",Emerging,TRUE,FALSE
Zuddl,"Cloud based platform offering event management software. The company caters to conferences, workshops, expos, tradeshows, career fairs, networking meets, and hybrid events. It offers features such as conference hosting, conference creation, attendee networking, discussion tables, polls, virtual event lobby, attendee engagement, customer sponsored tables, switches tables, and event management.",https://www.zuddl.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,United States,Global,Yes,"Friday, 7 January 2022",Series A,"$15,500,000.00",Nascent,TRUE,FALSE
Party.space,"Cloud-based virtual event management software provider. It offers features such as customize event space, event branding management, volume fading, chat rooms, tribune, content distribution, interactive activities, document collaboration, and event networking.",https://www.party.space/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,British Virgin Islands,Global,Yes,"Tuesday, 12 October 2021",Seed,"$1,000,000.00",Nascent,TRUE,FALSE
Tevent Labs,"Cloud based virtual event management software provider. It offers a virtual place to host events, conferences, or meetings, purpose-built to faithfully translate the social dynamics of in-person events. The company caters to communities, associations management, societies management, and etc. It also provides dynamic interactions management to take control of complex activities, layouts, and interactions. It enables user access to a subscription based pricing module.",https://www.tevent.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,United Kingdom,Europe,Yes,"Wednesday, 9 March 2022",Seed,"$2,000,000.00",Nascent,TRUE,FALSE
NextMeet,"Provider of an avatar-based VR platform for remote collaboration. It enables workers, attendees, students to meet, work, collaborate in a 3D virtual environment or space, as well as provides distance learning and networking solutions. It is available on a subscription-based pricing model.",https://nextmeet.live,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,India,Global,Yes,"Monday, 7 March 2022",Seed,"$31,478.00",Nascent,TRUE,FALSE
